Creditor Name,Address Line 1,Address Line 2,Address Line 3,City,State,Zip,Contact,Phone,Fax,Consideration,Last Updated
Saint Anthony Hospital,11567 Canterwood Blvd,,,Gig Harbor,WA,98332,,,,,02/01/2022
Saint Michael's Medical Center,111 Central Avenue,,,Newark,NJ,07102,,,,,09/18/2024
Saks 5th Avenue c/o Comenity b,PO Box 183003,,,Columbus,OH,43218,,,,,04/22/2025
Sala Credit Union,690 Strander Blvd.,,,Tukwila,WA,98188,,,,,10/08/2024
Salal Credit Union,"9706 4th Ave NE, Suite 400",,,Seattle,WA,98115,,,,,06/13/2025
Salal Credit Union,115 15th Ave,,,Seattle,WA,98112,,,,,02/02/2026
"Salam Psychiatric Services, PLC",Attn: Billing | Bankruptcy,830 Western Ave.,,Brattleboro,VT,05301,,,,,05/25/2021
"Salander Enterprises, LLC",Attn: Bankruptcy,225 S. Executive Dr.,,Brookfield,WI,53005,,,,,06/09/2022
Salish Place,23641 20th Ave. S #L-207,Des Moines,,Seattle,WA,98198,,,,,04/25/2025
Sallie Mae,Bank Operations,"175 S West Temple, Suite 600",,Salt Lake City,UT,84101,,,,,04/15/2022
SALLIE MAE,PO BOX 3229,,,Wilmington,DE,19804,,,,,08/12/2025
SALLIE MAE BANK INC,PO BOX 3229,,,WILMINGTON,DE,19804,,,,,05/07/2025
Sally D Robinson,Buckley Law P.C.,5300 Meadows Rd STE 200,,Lake Oswego,OR,97035,,,,,01/08/2026
Sally Mae,"15 West South Temple, Suite 600",,,Salt Lake City,UT,84110-1000,,,,,04/20/2026
Salmon Bay Sand & Gravel,5228 Shilshole Ave NW,,,Seattle,WA,98107,,,,,04/17/2024
Salon Republic,Attn: Kryss Deetch &,Jeanine Crumton,"401 Braodway East, Suite 101",Seattle,WA,98112,,,,,01/15/2026
Salt Lake County District Crt,450 S. State St.,,,Salt Lake City,UT,84114,,,,,03/22/2024
Salt River Project,1500 N Mill Ave,,,Tempe,AZ,85281,,,,,06/01/2020
Salt River Project,P.O. Box 52025,,,Phoenix,AZ,85072,,,,,12/08/2020
Saluza Sales Inc.,P.O. Box 4206,,,Rio Rico,AZ,85648,,,,,09/28/2023
Salvador Alvarez Fernaqndez,811 Taylor Lane,Apt 102,,Sedro Woolley,WA,98284,,,,,04/03/2024
Sam Levitz,2020 W. Prince Road,,,Tucson,AZ,85705,,,,,10/25/2024
SAM RIVERSIDE OWNER LLC,C/O Juley Grubb,625 W 1st St,,Tempe,AZ,85281,,,,,08/28/2025
Sam's Club MC/SYNCB,PO Box 960013,,,Orlando,FL,32896-0013,,,,,04/06/2020
Sam's Cost Plus,1402 N Alverson Way,,,Tucson,AZ,85712,,,,,10/01/2025
Samantha A. Pot,for Prince A. Pot,6640 Elizabeth Loop SE,,Auburn,WA,98092,,,,,08/21/2024
Samantha Kleffner,1150 SW Virginia St,,,College Place,WA,99324,,,,,02/27/2026
Samantha Sisson,907 E. Rosewood,,,Spokane,WA,99208,,,,,10/20/2025
Samaritan Clinic,1550 S. Pioneer Way,,,Moses Lake,WA,98837,,,,,12/21/2023
Samaritan Healthcare,801 E. Wheeler Road,,,Moses Lake,WA,98837,,,,,05/01/2025
Samaritan Healthcare,660 S. Collidge Street,,,Moses Lake,WA,98837,,,,,06/19/2024
Samaritan Healthcare,660 S Coolidge St.,,,Moses Lake,WA,99837,,,,,11/28/2023
Samaritan Healthcare,660 S. Coolidge St.,,,Moses Lake,WA,98837,,,,,04/18/2023
Samaritan Healthcare,660 S. Coolidge St,,,Moses Lake,WA,98837,,,,,01/08/2024
Samaritan Hospital,801 E. Wheeler Road,,,Moses Lake,WA,98837,,,,,12/27/2023
Samba Properties,2310 W. Mission Lane #4,,,Phoenix,AZ,85021,,,,,10/06/2021
Samir Holdings,19522 N. 71st. Ave,,,Glendale,AZ,85308,,,,,10/30/2020
Samora Towing Inc.,Attn: Billing | Bankruptcy,5335 Gate Parkway,,Jacksonville,FL,32256,,,,,05/25/2022
Samuel Bistline,409 S Boyer Ave,,,Sandpoint,ID,83864,,,,,12/23/2025
Samuel H. Adams II,"c/o George A. Kurisky, Jr.",Johnson DeLuca Kurisky & Gould,"1221 Lamar Street, Ste. 1000",Houston,TX,77010,,,,,09/27/2021
Samuel M. Meyler,"RLMCB Services, PLLC",801 Second Ave Suite 1415,,Seattle,WA,98104,,,,,07/18/2025
SAMUEL SELESKY,14406 HENSEL LANE,,,Tampa,FL,33613,,,,,03/19/2025
San Bernadino County Tax Collector,"268 W. Hospitality Ln., First Floor",,,San Bernardino,CA,92408,,,,,11/29/2022
San Bernardino County,Suite 200,268 West Hospitality Lane,,San Bernardino,CA,92408,,,,,06/26/2023
San Diego Gas and Electric,PO Box 189,,,Carlisle,PA,17013-0189,,,,,06/07/2024
San Marcos Justice Court,201 E. Chicago St. #103,,,Chandler,AZ,85225,,,,,03/18/2020
San Marcos Justice Court,Re Case #:,201 E. Chicago St. #103,,Chandler,AZ,85225,,,,,02/10/2021
San Marina Apartments,7002 W. Indian School Rd,,,Phoenix,AZ,85033,,,,,04/20/2020
San Mateo County Medical Center,222 W. 39th Ave,,,San Mateo,CA,94403,,,,,08/29/2019
San Melia Apartments,14435 S 48th St,,,Phoenix,AZ,85044,,,,,03/09/2022
San Tan Chiropractice,1900 W. Germann Rd. #16,,,Chandler,AZ,85286,,,,,07/31/2020
San Tan Ford,1429 E Motorplex Loop,,,Gilbert,AZ,85297,,,,,12/13/2021
San Tan Heights Homeowners Association,c/o Brown Community Management,"7255 E. Hampton Ave., #101",,Mesa,AZ,85209,,,,,06/22/2021
San Tan Heights Homeowners Association,c/o FirstService Residential Arizona,"9000 E. Pima Center Pkwy., Suite 300",,Scottsdale,AZ,85258,,,,,02/12/2021
San Tan Justice Court,RE: Case No.,201 E Chicago St #102,,Chandler,AZ,85225,,,,,01/30/2026
Sana Ashtiani Banner Healt,1435 S Alma School Rd,,,Chandler,AZ,85286,,,,,07/16/2025
Sanctuary on Broadway,1330 W. Broadway Rd.,,,Tempe,AZ,85282,,,,,04/22/2024
Sandpiper Apartments,2401 E. Glenn St.,,,Tucson,AZ,85719,,,,,04/22/2024
Sandra Fortson,21813 41st Ave Ct E,,,Spanaway,WA,98387,,,,,11/24/2025
Sandra Garcia,7778 E. Via Ventana Norte,,,Tucson,AZ,85750,,,,,07/07/2025
Sands Apartments,2305 E. Main St.,,,Mesa,AZ,85213,,,,,01/08/2021
"Sanford J. Germaine, P.C.",4634 N. 44th St.,,,Phoenix,AZ,85018,,602-953-5588,,,11/11/2020
Sanitary Service Co.,"3833 S. Bond Ave., #503",,,Portland,OR,97239,,,,,12/01/2022
Santa Cruz County Superior Court - AZ,2150 N. Congress Drive,PO Box 1929,,Nogales,AZ,85621-1929,,,,,05/01/2025
Santa Cruz Radiology,PO Box 27008,,,Salt Lake City,UT,84127-0008,,,,,06/09/2023
Santa Cruz Superior Court of Arizona,2150 N. Congress Drive,S1200CV202400220,,Scottsdale,AZ,85261,,,,,10/22/2024
Santa Fe Springs,1723 W Glendale Ave,,,Phoenix,AZ,85021,,,,,06/12/2025
Santa Rita Lanscaping,755 W Grant Rd,,,Tucson,AZ,85705,,,,,03/25/2024
Santander,1601 Elm St STE 800,,,Dallas,TX,75201,,,,,04/22/2026
Santander Consumer USA,P.O. Box 961245,,,Fort Worth,TX,76161-1245,,,,,03/31/2020
Santander Consumer USA,Attn: Bankruptcy,10-64-38-Fd7   601 Penn St,,Reading,PA,19601,,,,,04/01/2020
Santander Consumer USA,330 S Warminser Rd,,,Hatboro,PA,19040,,,,,09/07/2021
Santander Consumer Usa,Attn: Bankruptcy,Po Box 961211,,Fort Worth,TX,76161,,,,,04/18/2024
Santander Consumer USA,PO Box 961211,,,Fort Worth,TX,76161,,,,,04/25/2025
"Santander Consumer USA, Inc",Attn: Bankruptcy,Po Box 961245,,Fort Worth,TX,76161,,,,,08/08/2023
Santander Usa,P.O. Box 961245,,,Fort Worth,TX,76161,,,,,10/27/2025
Sante of Surprise,14775 W. Yorkshire Dr.,,,Surprise,AZ,85374,,,,,06/21/2022
Santinder Purewal,6677 W Thunderbird Rd,BLDG 1-164,,Glendale,AZ,85306-3709,,,,,04/29/2025
Santuary on Broadway,1330 W. Broadway Rd.,,,Tempe,AZ,85282,,,,,04/22/2024
Sapphire Preferred,PO Box 6294,,,Carol Stream,IL,60197,,,,,08/07/2025
Sapphire Resorts,235 E Warm Springs Rd,,,Las Vegas,NV,89119,,,,,04/30/2024
Sara Abawage,460 S. Temple St.,,,Mesa,AZ,85204,,,,,05/10/2021
Sarah Ann Ranch Homeowners Association,C/O City Property Management Company,4645 E. Cotton Gin Loop,,Phoenix,AZ,85040,,,,,02/15/2024
Sarah Elder,17011 NE 164th St,,,Woodinville,WA,98072,,,,,06/24/2025
Sarah Middleton,25590 Wolden Road,,,Rainier,OR,97048,,,,,07/02/2024
Saratoga Apartments,2340 W. University Dr.,,,Mesa,AZ,85201,,,,,05/07/2021
Sarkissian Law Group,"6345 Balboa Blvd., Suite 114",,,Encino,CA,91316,,,,,08/29/2023
Sarma Collections,555 E. Ramsey Road,,,San Antonio,TX,78216,,800-600-1496,,,04/17/2024
Saryvil Paseo Joint Comittee HOA,PO Box 62438,,,Phoenix,AZ,85082,,,,,10/02/2019
Savage-Walker Property Management,PO Box 11533,,,Glendale,AZ,85308,,,,,06/07/2023
Sawyer Aviation,"14600 N. Airport Dr., 2nd Floor",,,Scottsdale,AZ,85260,,,,,03/13/2023
Sawyer Aviation LLC,"c/o John L. Lohr, Jr. Esq.",14500 N. Northsight Blvd. Suite 101,,Scottsdale,AZ,85260,,,,,05/01/2023
Sawyer Trail Apartments Llc,17412 44th Ave E Apt L-106,,,Tacoma,WA,98446,,,,,08/06/2025
SB Properties,3668 S Belmar Ave,,,Tucson,AZ,85713,,,,,05/16/2022
SB&C,"Jeannie Englund, Atty",PO Box 1048,,Mount Vernon,WA,98273,,,,,05/12/2022
SB&C,PO BOX 519,,,Mount Vernon,WA,98273,,,,,05/31/2023
SB&C Ltd,"Jeannie Englund, Esq.",PO Box 1048,,Mount Vernon,WA,98273,,,,,05/25/2023
SB&C LTD,PO BOX 519,1520 E COLLEGE WAY,,Mount Vernon,WA,98273,,,,,02/17/2023
SB&C Ltd.,Attn: Bankruptcy,PO Box 1106,,Mount Vernon,WA,98273,,,,,02/17/2023
"SB&C, LTD",1520 E. College Way,P.O. Box 519,,Mount Vernon,WA,98273,,,,,11/14/2024
"SB&C, LTD division of skagit",1520 E. College Way,,,Mount Vernon,WA,98273,,,,,04/11/2024
"SB&C, Ltd.",Attn: Bankruptcy,PO Box 519,,Mount Vernon,WA,98273,,,,,11/15/2022
SBA,PO Box 3918,,,Portland,OR,97208,,,,,11/16/2023
SBA,U.S. Small Business Administration,409 3rd St. SW,,Washington,DC,20416,,,,,07/29/2024
SBA Lending Division,"700 Central Ave., Suite 204",,,Saint Petersburg,FL,33701,,,,,12/18/2023
SBA Loan,Attn: Billing | Bankruptcy,PO Box 3918,,Portland,OR,97208,,,,,01/20/2021
SBC Ltd.,P.O. Box 519,,,Mount Vernon,WA,98273,,,,,07/29/2022
SBNASELFLNDR,PO BOX 11,,,Southlake,TX,76092,,,,,03/04/2026
SC Ranch Community Assoc.,c/o AAM LLC,"1600 W. Broadway Rd, Ste. 200",,Tempe,AZ,85282,,,,,03/14/2025
SCA Collection,PO Box 27858,,,Greenville,NC,27835,,,,,03/09/2023
Scared Heart Medical Center,c/o Harris and Harris,"111 W. Jackson Blvd, Ste. 650",,Chicago,IL,60604-3589,,,,,03/26/2025
Scarff Ford Auburn,PO BOX 1106,,,Auburn,WA,98071,,,,,08/11/2025
"Schaefer & Associates, LLC",Property Management Co.,7641 E. Gray Rd.,,Scottsdale,AZ,85260,,,,,01/17/2025
"Scheer Law Group, LLP",85 Argonaut Suit 202,,,Aliso Viejo,CA,92656,,,,,05/04/2023
"Scheer, Green & Burke Co. L.P.A",PO Box 1312,,,Toledo,OH,43603,,,,,01/30/2023
School First Federal CU,2115 N Broadway,,,Santa Ana,CA,92706-2613,,,,,01/31/2026
"Schweet, Linde & Coulson",575 S. Michigan St.,,,Seattle,WA,98108-3316,,,,,08/20/2024
"SCI Shared Resources, LLC",Attn: Bankruptcy,PO Box 4419,,Houston,TX,77210-4419,,,,,07/20/2022
SCMC Sonoran,"c/o ARstrat, LLC",231 W. Main St. 2nd Floor,,Denison,TX,75020,,,,,10/16/2024
"Scolopax, LLC","c/o Weinstein & Riley, PS","2001 Western Ave, Ste. 400",,Seattle,WA,98121,,,,,01/10/2023
"Scolopax, LLC","c/o Weinstein & Riley, PS","749 Gateway, Suite G-601",,Abilene,TX,79602,,,,,02/12/2025
"Scolopax, LLC","C/O Weinstein & Riley, PS","2001 Western Ave, Ste 400",,Seattle,WA,98121,,,,,06/20/2022
Scott E. Alexander,PO Box 1339,,,Gig Harbor,WA,98335,,,,,02/28/2022
Scott E. Thompson PA,2400 S. Avenue A,,,Yuma,AZ,85364,,,,,09/23/2025
Scott Lee,733 S Sgt Woodall lane,,,Camp Verde,AZ,86322,,,,,03/08/2024
Scott McCalister,1111 Holiday Drive,,,Somonauk,IL,60552,,,,,07/15/2019
Scott N. Gelfand,"5491 N. University Dr., #204",,,Pompano Beach,FL,33067,,,,,11/23/2020
Scott Ostdiek,PO BOX 8022,,,Chandler,AZ,85246,,,,,06/30/2023
Scott Smith,7 Crest Dr.,,,Ephrata,WA,98823,,,,,01/08/2024
Scott Tyson,1850 Dean Street,,,Saint Charles,IL,60174,,,,,07/15/2019
Scott Williams,Williams Zinman & Parham PC,"7701 E Indian School Rd, Suite J",,Scottsdale,AZ,85251,,,,,10/06/2021
Scottsdale City Court,3700 N. 75th St,,,Scottsdale,AZ,85251,,,,,02/20/2020
"Scottsdale Emergency Assoc., LTD",PO Box 98601,,,Las Vegas,NV,89193,,,,,04/13/2022
Scottsdale Health Shea,9003 E. Shea Blvd,,,Scottsdale,AZ,85260,,,,,06/07/2023
"Scottsdale Infectious Disease, PC",10250 N. 92nd St. Ste. 203,,,Scottsdale,AZ,85258,,,,,09/02/2020
Scottsdale License | Utility Payments,PO Box 52799,,,Phoenix,AZ,85072,,,,,08/31/2020
Scottsdale Pathology Asc. LTD,5700 Southwyck Blvd.,,,Toledo,OH,43614-1509,,,,,09/09/2020
Scottsdale Shadows,7800 E Camelback Road,,,Scottsdale,AZ,85251,,,,,05/30/2025
"SCR Joint Venture, L.P.",100 North Center Street,,,Newton Falls,OH,44444,,,,,09/26/2025
Scratch/wisetack,Attn: Bankruptcy,PO Box 411285,,San Francisco,CA,94141,,,,,07/08/2022
Scriber Creek Apartments,20921 44th Ave. W.,,,Lynnwood,WA,98036,,,,,12/19/2024
"Scriber Creek, LLC",20921 44th Ave. W.,,,Lynnwood,WA,98036,,,,,01/17/2025
Scripps Health,10790 Rancho Bernardo Road,4S-303,,San Diego,CA,92127,,,,,08/18/2023
Scripps Mercy Hospital San Diego,Attn: Bankruptcy,PO Box 748967,,Los Angeles,CA,90074,,,,,04/06/2021
SCS Synerprise Consulting Service,2809 Regal Road,,,Plano,TX,75075,,,,,08/14/2023
SCSI,PO Box 6250,,,Madison,WI,53716,,,,,05/30/2025
SCT SurgCenter Tucson LLC,Po Box 1259,,,Oaks,PA,19456,,,,,08/01/2025
SDA/Birch BA,"Birch Bay Resort, LL 30 N",Gould St,,Sheridan,WY,82801,,,,,11/05/2025
Sea Mar Community Health Cente,Attn: Billing | Bankruptcy,PO Box 34703,,Seattle,WA,98124,,,,,09/12/2022
Seamar Community Health,PO Box 34703,,,Seattle,WA,98124,,,,,04/28/2023
Seamar Community Health,113 23rd Ave. S.,,,Seattle,WA,98144,,,,,08/15/2024
Sean Ellis,7027 E Gamebird Way,,,San Tan Valley,AZ,85143,,,,,05/27/2022
Sears,3333 Beverly Road,,,Hoffman Estates,IL,60179,,,,,10/25/2024
Sears,PO BOX 6286,,,Sioux Falls,SD,57117,,,,,12/18/2024
Sears Credit Card,Attn: Bankruptcy,PO Box 183081,,Columbus,OH,43218,,,,,01/17/2022
Sears Home Improvement Pro,PO Box 561444,,,Denver,CO,80256,,,,,03/24/2021
SEARS MASTERCARD,PO BOX 6282,,,Sioux Falls,SD,57117-6282,,,,,04/27/2023
SEARS/CBNA,PO BOX 6217,,,Sioux Falls,SD,57117,,,,,05/17/2025
Seattle Children's Hospital,4800 San Point Way NE,,,Seattle,WA,98105,,,,,10/08/2021
Seattle Children's Hospital,P.O. Box 24049,,,Seattle,WA,98124,,,,,04/02/2025
Seattle City Light,PO Box 35178,,,Seattle,WA,98124,,,,,04/07/2023
Seattle Credit Union,"1521 1st Ave S, Ste 500",,,Seattle,WA,98134,,,,,05/11/2022
Seattle Emerg Physicians Svcs,PO Box 749741,,,Los Angeles,CA,90074,,,,,02/09/2023
Seattle Houseing Authority,101 Elliott Ave. W. Suite 100,P.O. Box 79015,,Seattle,WA,98119,,,,,04/29/2024
Seattle Medical Associates,1124 Columbia St,Suite 620,,Seattle,WA,98104,,,,,02/11/2022
Seattle Metr,1910 1st Avenue South,,,Seattle,WA,98134,,,,,10/21/2025
Seattle Municipal Court,P.O Box 43109,,,Seattle,WA,98124,,,,,06/30/2025
Seattle Municipal Court,c/o Harris & Harris Ltd,"111 W. Jackson Blvd., Ste. 400",,Chicago,IL,60604,,,,,08/31/2023
SEATTLE NTC,PO BOX 2798,,,Bend,OR,97707,,,,,08/09/2023
Seattle Orthopaedic,2409 NE 45th St,,,Seattle,WA,98105,,,,,03/14/2022
Seattle Pain Relief,Suite 304,10564 5th Ave NE,,Seattle,WA,98125,,,,,04/25/2025
Seattle Radiology-Seattle Hand,"600 Broadway, Suite 440",,,Indianapolis,IN,46206,,,,,12/08/2023
Seattle SmileWorks,822A NE Northgate Way,,,Seattle,WA,98125,,,,,11/01/2021
Seawind Homeowners Association,2413 S. 222nd St.,,,Seattle,WA,98198,,,,,04/03/2025
"Second Round Sub, LLC",Comenity Capital Bank,250 N. Sunnyslope Rd. #300,,Brookfield,WI,53005,,,,,06/14/2023
SECP,PO BOX 1259 Dept 165956,,,Oaks,PA,19456,,,,,09/08/2025
Security Credit Services,306 Enterprise Dr,,,Oxford,MS,38655,,,,,04/30/2020
Security Credit Services,Attn: Bankruptcy,Po Box 1156,,Oxford,MS,38655,,,,,02/08/2023
Security Finance,Attn: Bankruptcy,"3080 Needles Hwy.,  Suite 2200",,Laughlin,NV,89029,,,,,01/06/2021
Security Properties,15801 S 48th St.,,,Phoenix,AZ,85048,,,,,05/27/2020
Security Properties Residential,701 5th Ave #5700,,,Seattle,WA,98104,,,,,05/27/2020
Security Property,701 Fifth Ave,suite 5700,,Seattle,WA,98104,,,,,07/17/2024
Security Service Credit Union,15000 IH 10 West,,,San Antonio,TX,78249,,,,,04/14/2025
Security Title Agency Inc,C/O Dickinson Wright PLLC,1850 North Central Ave Ste 1400,,Phoenix,AZ,85004,,,,,10/06/2025
Securus Technologies,4000 International Pkwy.,,,Carrollton,TX,75007,,,,,07/20/2022
Sedgwick Claims Management Ser,PO Box 14512,,,Lexington,KY,40512,,,,,06/01/2022
Sedona Spring AZ LLC,373 N. Wilmot Rd.,,,Tucson,AZ,85711,,,,,10/25/2024
Sedona Springs AZ LLC,373 N. Wilmot Rd.,,,Tucson,AZ,85711,,,,,03/13/2025
Sedona View,4900 S Genesis Dr,,,Cottonwood,AZ,86326,,,,,09/04/2025
Seedfi,268 Bush St #4411,,,San Francisco,CA,94104,,,,,04/05/2022
Seezle,PO Box 3320,,,Minneapolis,MN,55403,,,,,09/14/2022
Seidberg Law Office,PO Box 7290,,,Phoenix,AZ,85011,,,,,03/06/2020
"Seidberg Law Offices, PC",PO Box 7290,,,Phoenix,AZ,85011,,602-248-8117,,,06/29/2021
"Seidberg Law Offices, PC",2412 E. Campbell Ave.,PO Box 7290,,Phoenix,AZ,85011-7290,,,,,07/19/2023
"Seidberg Law Offices,P.C.",P.O. Box 7290,,,Phoenix,AZ,85011,,,,,07/10/2020
"Selby Morgan & Born, PLLC","1019 Regents Blvd, Ste 103",,,Fircrest,WA,98466,,,,,04/13/2026
Selco Credit Union,299 E 11th Ave,,,Eugene,OR,97401,,,,,07/16/2025
Select Portfolio Servicing,PO Box 65250,,,Salt Lake City,UT,84165,,,,,03/05/2021
Selene,PO Box 8619,,,Philadelphia,PA,19101,,,,,01/21/2026
Selene Finance,"9990 Richmond, Ste. 400 South",,,Houston,TX,77042-4546,,,,,02/17/2022
Selene Finance LP,9990 RICHMOND AVE STE 400,,,Houston,TX,77042-4546,,,,,02/17/2022
Selery Fulfillment,P.O. Box 116922,,,Carrollton,TX,75011,,,,,06/13/2024
Self Financial/lead Ba,Attn: Bankruptcy,1801 Main St.,,Kansas City,MO,64108,,,,,07/15/2022
Self Inc.,901 E. 6th St,,,Austin,TX,78702,,,,,03/19/2025
Self Storage of Post Falls,4424 W Expo PKwy,,,Post Falls,ID,83854,,,,,11/21/2025
Self/Atlantic Capital,Attn: Bankruptcy,PO BOX 550889,,Atlanta,GA,30355,,,,,02/11/2022
SELF/SOUTHSTATE BANK,1101 1ST ST S,,,Winter Haven,FL,33880,,,,,09/05/2025
SelfStor,84097 OR-11,,,Milton Freewater,OR,97862,,,,,01/14/2022
Selkirk Estates HOA,"12720 E. Nora Ave, Suite E",,,Spokane,WA,99216,,,,,08/09/2024
Sentry Credit Inc,2809 Grand Ave,,,Everett,WA,98201,,,,,09/25/2024
Sentry Credit Inc.,c/o Gaylen B. Payne Esq.,30640 Pacific Hwy South,Suite #C,Federal Way,WA,98003,,,,,01/18/2023
"Sentry Credit, Inc.",Attn: Bankruptcy,PO Box 12070,,Everett,WA,98206,,,,,11/18/2020
"Sentry Credit, Inc.",2809 Grand Ave,,,Everett,WA,98201,,,,,04/27/2020
Sequel Care of AZ,"2517 N. Great Western Dr., Ste. N",,,Prescott Valley,AZ,86314,,,,,12/17/2021
"Sequim Asset Solutions, LLC","1130 Northchase Pkwy, Ste 150",,,Marietta,GA,30067,,,,,01/07/2022
Sequim Debt Solutions,1130 Northchase Parkway,,,Marietta,GA,30067,,,,,07/19/2024
Sequium Asset Solution,1130 Northchase Pkwy,,,Marietta,GA,30067,,,,,08/10/2021
"Sequium Asset Solutions, LLC",Attn: Bankruptcy,"1130 Northcase Parkway, Suite 150",,Marietta,GA,30067,,,,,07/29/2020
"Sequium Asset Solutions, LLC","2700 Cumberland Pkwy SE, Suite 200",,,Atlanta,GA,30339,,,,,12/20/2024
Sequoia Financial Services,"28632 Roadside Dr., Suite 115",,,Agoura Hills,CA,91301,,,,,12/27/2023
Serafina Arizona LLC,1439 S. Val Visa Dr,,,Mesa,AZ,85204,,,,,11/29/2021
Serenity Care Centers,Attn: Bankruptcy,13951 W. Meeker Blvd.,,Sun City West,AZ,85375,,,,,04/01/2021
Serenity TMS Centerts LLC,Attn: Bankruptcy,PO Box 64568,,Phoenix,AZ,85082,,,,,09/30/2020
Serita Delaboin,47818 W.Moeller Rd,,,Maricopa,AZ,85139,,,,,02/23/2026
Servbank,P.O. Box 1298,,,South Windsor,CT,06074-7298,,,,,04/26/2024
Service Finance Company,"555 S. Federal Hwy., Ste. 200",,,Boca Raton,FL,33432,,,,,01/20/2022
Service Finance Company,P.O. Box 645775,,,Cincinnati,OH,45264-5775,,,,,11/19/2024
Service Line Warranties of America,PO Box 773,,,Binghamton,NY,13905,,,,,03/24/2021
Service Star Realty,1525 N Granite Reef Rd#16,,,Scottsdale,AZ,85257,,,,,01/20/2026
Servicelink,ATTN: Loan Modification Solutions,3220 El Camino Real,,Irvine,CA,92602,,,,,02/07/2024
Services Incorporated,514 Earth City,,,Earth City,MO,63045,,,,,01/14/2026
Seth Maefsky,18114 N. Austin Rd.,,,Spokane,WA,99208,,,,,02/26/2025
Seuss Pediatric Dentistry & Orthodontics,"9280 E. Raintree Dr., #108",,,Scottsdale,AZ,85260,,,,,08/31/2020
Seven Palms HOA,18030 North 7th Street,,,Phoenix,AZ,85022,,,,,01/16/2025
Seventh Avenue,1112 Seventh Ave.,,,Monroe,WI,53566-1364,,,,,02/28/2020
Sezzle,PO Box 3320,,,Minneapolis,MN,55403,,,,,04/13/2022
Sezzle,"700 Nicollet Mall, Suite 640",,,Minneapolis,MN,55402,,,,,11/27/2024
Sezzle,Attn: Bankruptcy,251 1st Ave,,Minneapolis,MN,55401,,,,,08/29/2025
Sezzle In,700 Nicollet Mall Ste 640,,,Minneapolis,MN,55402,,,,,11/20/2025
Sezzle Inc,700 Nicollet Mall STE 64,,,Minneapolis,MN,55402,,,,,12/23/2025
Shadow Emergency Physicians PL,P.O. Box 467600,,,Atlanta,GA,31146,,,,,10/03/2024
"Shai Pups, LLC.",10S Lakeshore Dr.,,,Lake Worth,FL,33462,,,,,06/01/2023
Shaina Ettinger,6340 W. Wood Dr.,,,Glendale,AZ,85304,,,,,01/13/2022
Shamrock Foods Company,P.O. Box 933534,,,Atlanta,GA,31193,,,,,10/31/2024
"Shane Moore, DPM",13660 N. 94th Dr. Ste. D-1,,,Peoria,AZ,85381,,,,,03/08/2021
Shannon Bussing,"1511 Pacific Place, Unit B",,,Mount Vernon,WA,98273,,,,,06/06/2023
Sharika R. Brice,2807 Meade Ave,,,Gastonia,NC,28052,,,,,07/18/2023
Sharol Harris,7942 W. Bell Rd. Suite C5-239,,,Glendale,AZ,85308,,,,,01/14/2021
Sharon Christine Knotek,50 S Debs Way,,,Dewey,AZ,86327,,,,,12/23/2025
Sharon Thompson,c/o David Fotheringham,7360 E. 22nd St.,,Tucson,AZ,85710,,,,,05/28/2025
Shasta County Sheriff's Office,300 Park Marina Circle,,,Redding,CA,96001,,530-225-5611,,,07/01/2021
Shawn Connolly,16502 171st Place NE,,,Woodinville,WA,98072,,,,,09/25/2025
Shawn Leddy,4519 176th St E,,,Tacoma,WA,98446,,,,,08/13/2025
Sheffield Financial,PO Box 580229,,,Charlotte,NC,28258,,,,,09/08/2025
Sheffield Financial Corp.,PO Box 1704,,,Clemmons,NC,27012,,,,,04/06/2020
Shein,757 S Alameda St,,,Los Angeles,CA,90021,,,,,12/18/2023
Sheldon Jackson,Selkirk Real Estate,"110 E. Wellesley, Ste. 110B",,Spokane,WA,99207,,,,,06/24/2024
Shelia Hawkins,4610 N. Camino Campero,,,Tucson,AZ,85750,,,,,02/20/2025
Shell Fuel Rewards Citibank,PO Box 9001011,,,Louisville,KY,40290-1011,,,,,06/14/2023
Shell Vacation Club,6277 Sea Harbor Dr.,,,Orlando,FL,32821,,,,,12/19/2024
Shell Vacations Club,P.O. Box 98944,,,Las Vegas,NV,89193,,,,,11/07/2023
Shellpoint,P.O. Box 619063,,,Dallas,TX,75261-9963,,,,,10/21/2024
Shellpoint,PO Box 10826,,,Greenville,SC,29603,,,,,08/12/2025
Shellpoint Mortgage Servicing,PO Box 740039,,,Cincinnati,OH,45274,,,,,06/22/2021
SHELLPOINT MORTGAGE SERVICING,"55 BEATTIE PL, STE 600",,,Greenville,SC,29601-2165,,,,,04/22/2026
Shellpoint Mortgage Svcs,PO Box 10826,,,Greenville,SC,29603,,,,,11/03/2025
"Shenandoah Investors VII, LLC",14720 N Bear Creek Ln Phase V,Shenandoah Forest Park,,Mead,WA,99021,,,,,11/19/2025
Shepherd Outsourcing,Po Box 27115,,,Greenville,SC,29616,,,,,08/04/2025
Sherloq Financial,134 S. Tampa St.,,,Tampa,FL,33602,,,,,12/18/2020
Sherman Originator III LLC,c/o Resurgent Services LP,"55 Beattie Place, Suite",,Greenville,SC,29601,,,,,05/12/2020
Shervonne Barnett,6814 Rainier Ave Unit 5,,,Seattle,WA,98118,,,,,10/21/2025
Sherwin-Williams,Attn: Billing | Bankruptcy,101 West Prostpect Ave.,,Cleveland,OH,44115,,,,,12/08/2022
